Name,SWF,ExportName,ScaleTimeline,DirectionCount,ParticleEmitter,Effect,StartHeight,IsBallistic,ShadowSWF,ShadowExportName,UseRotate,DirectionFrame,PlayOnce,UseTopLayer,Scale,BallisticHeight,TrajectoryStyle,DestroyedEffect,BounceEffect,StartOffsetFromGunBone,RotateEmitter,RotateEffect,SpawnEffect,3D,DepthBiasFront,DepthBiasBack,UseParentAnimation3D
ArcherQueenCNY arrow rage,sc/buildings.sc,hero_cny_multi_arrow_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenDark arrow,sc/hero_aq_dark_dl_opt.sc,hero_archerqueen_stake_dark,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenDark arrow rage,sc/hero_aq_dark_dl_opt.sc,hero_archerqueen_stake_dark_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenDarkAges arrow rage,sc/hero_aq_darkages_dl_opt.sc,hero_archerqueen_arrow_darkages_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenDarkAges_arrow,sc/hero_aq_darkages_dl_opt.sc,hero_archerqueen_arrow_darkages,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenGhost arrow rage,sc/hero_aq_ghost_dl_opt.sc,hero_archerqueen_arrow_ghost_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenGhost_arrow,sc/hero_aq_ghost_dl_opt.sc,hero_archerqueen_arrow_ghost,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenGingerbread arrow rage,sc/hero_aq_gingerbread_dl_opt.sc,hero_archerqueen_arrow_gingerbread_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenGingerbread_arrow,sc/hero_aq_gingerbread_dl_opt.sc,hero_archerqueen_arrow_gingerbread,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenGoblin arrow rage,sc/hero_aq_goblin_dl_opt.sc,hero_archerqueen_arrow_goblin_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenGoblin_arrow,sc/hero_aq_goblin_dl_opt.sc,hero_archerqueen_arrow_goblin,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenJolly arrow rage,sc/hero_aq_jolly_dl_opt.sc,hero_archerqueen_arrow_jolly_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenJolly_arrow,sc/hero_aq_jolly_dl_opt.sc,hero_archerqueen_arrow_jolly,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenLeague arrow rage,sc/hero_aq_league_dl_opt.sc,hero_archerqueen_arrow_league_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenLeague_arrow,sc/hero_aq_league_dl_opt.sc,hero_archerqueen_arrow_league,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenLNY24 arrow rage,sc/hero_aq_lny2024_dl_opt.sc,hero_archerqueen_arrow_lny24_rage,FALSE,0,hero_water_arrow_trail1,,45,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenLNY24_arrow,sc/hero_aq_lny2024_dl_opt.sc,hero_archerqueen_arrow_lny24,FALSE,0,hero_water_arrow_trail1,,45,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenLunar arrow rage,sc/hero_aq_lunar_dl_opt.sc,hero_archerqueen_arrow_lunar_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenLunar_arrow,sc/hero_aq_lunar_dl_opt.sc,hero_archerqueen_arrow_lunar,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenMiner arrow,sc/hero_aq_miner_dl_opt.sc,hero_archerqueen_bomb_miner,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenMiner arrow rage,sc/hero_aq_miner_dl_opt.sc,hero_archerqueen_bomb_miner_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenOTN arrow rage,sc/hero_aq_otn_dl_opt.sc,hero_archerqueen_arrow_otn_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenOTN_arrow,sc/hero_aq_otn_dl_opt.sc,hero_archerqueen_arrow_otn,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenPainter arrow rage,sc/hero_aq_painter_dl_opt.sc,hero_archerqueen_arrow_painter_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenPainter_arrow,sc/hero_aq_painter_dl_opt.sc,hero_archerqueen_arrow_painter,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenParty_arrow,sc/hero_aq_party_dl_opt.sc,hero_archerqueen_vinyl_party,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenParty_arrow_rage,sc/hero_aq_party_dl_opt.sc,hero_archerqueen_vinyl_party_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenPixel arrow rage,sc/hero_aq_pixel_dl_opt.sc,hero_archerqueen_arrow_pixel_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenPixel_arrow,sc/hero_aq_pixel_dl_opt.sc,hero_archerqueen_arrow_pixel,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenSummer arrow rage,sc/hero_aq_summer_dl_opt.sc,hero_archerqueen_arrow_summer_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenSummer_arrow,sc/hero_aq_summer_dl_opt.sc,hero_archerqueen_arrow_summer,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenTH15 arrow rage,sc/hero_aq_th15_dl_opt.sc,hero_archerqueen_arrow_th15_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenTH15_arrow,sc/hero_aq_th15_dl_opt.sc,hero_archerqueen_arrow_th15,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenValentines arrow rage,sc/hero_aq_valentines_dl_opt.sc,hero_archerqueen_arrow_valentines_rage,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenValentines_arrow,sc/hero_aq_valentines_dl_opt.sc,hero_archerqueen_arrow_valentines,FALSE,0,,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
flying_fortress_projectile,sc/characters.sc,projectile_bomb,FALSE,0,shield_trail_glow,,0,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionChampion shield,sc/hero_rc_champion_dl_opt.sc,shield_projectile_champion,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionChampion spear,sc/hero_rc_champion_dl_opt.sc,hero_warriorprincess_javelin_champion,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,150,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionClashiversary shield,sc/hero_rc_clashiversary_dl_opt.sc,shield_projectile_clashiversary,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionClashiversary spear,sc/hero_rc_clashiversary_dl_opt.sc,hero_warriorprincess_javelin_clashiversary,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionDark shield,sc/hero_rc_dark_dl_opt.sc,shield_projectile_dark,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionDark spear,sc/hero_rc_dark_dl_opt.sc,hero_warriorprincess_javelin_dark,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionDarkAges shield,sc/hero_rc_darkages_dl_opt.sc,shield_projectile_darkages,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionDarkAges spear,sc/hero_rc_darkages_dl_opt.sc,hero_warriorprincess_javelin_darkages,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionGhost shield,sc/hero_rc_ghost_dl_opt.sc,shield_projectile_ghost,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionGhost spear,sc/hero_rc_ghost_dl_opt.sc,hero_warriorprincess_javelin_ghost,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionGingerbread shield,sc/hero_rc_gingerbread_dl_opt.sc,shield_projectile_gingerbread,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionGingerbread spear,sc/hero_rc_gingerbread_dl_opt.sc,hero_warriorprincess_javelin_gingerbread,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionGladiator shield,sc/hero_rc_gladiator_dl_opt.sc,shield_projectile_gladiator,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionGladiator spear,sc/hero_rc_gladiator_dl_opt.sc,hero_warriorprincess_javelin_gladiator,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionGoblin shield,sc/hero_rc_goblin_dl_opt.sc,shield_projectile_goblin,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionGoblin spear,sc/hero_rc_goblin_dl_opt.sc,hero_warriorprincess_javelin_goblin,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionJolly shield,sc/hero_rc_jolly_dl_opt.sc,shield_projectile_jolly,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionJolly spear,sc/hero_rc_jolly_dl_opt.sc,hero_warriorprincess_javelin_jolly,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionJungle shield,sc/hero_rc_jungle_dl_opt.sc,shield_projectile_jungle,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionJungle spear,sc/hero_rc_jungle_dl_opt.sc,hero_warriorprincess_javelin_jungle,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionLNY24 shield,sc/hero_rc_lny24_dl_opt.sc,shield_projectile_lny24,FALSE,0,,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionLNY24 spear,sc/hero_rc_lny24_dl_opt.sc,hero_warriorprincess_javelin_lny24,FALSE,0,,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionLunar shield,sc/hero_rc_lunar_dl_opt.sc,shield_projectile_lunar,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionLunar spear,sc/hero_rc_lunar_dl_opt.sc,hero_warriorprincess_javelin_lunar,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionPainter shield,sc/hero_rc_painter_dl_opt.sc,shield_projectile_painter,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionPainter spear,sc/hero_rc_painter_dl_opt.sc,hero_warriorprincess_javelin_painter,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionParty shield,sc/hero_rc_party_dl_opt.sc,shield_projectile_party,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionParty spear,sc/hero_rc_party_dl_opt.sc,hero_warriorprincess_javelin_party,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionPirate shield,sc/hero_rc_pirate_dl_opt.sc,shield_projectile_pirate,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionPirate spear,sc/hero_rc_pirate_dl_opt.sc,hero_warriorprincess_javelin_pirate,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionPixel shield,sc/hero_rc_pixel_dl_opt.sc,shield_projectile_pixel,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionPixel spear,sc/hero_rc_pixel_dl_opt.sc,hero_warriorprincess_javelin_pixel,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionPrimal shield,sc/hero_rc_primal_dl_opt.sc,shield_projectile_primal,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionPrimal spear,sc/hero_rc_primal_dl_opt.sc,hero_warriorprincess_javelin_primal,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionRogue spear,sc/hero_rc_rogue_dl_opt.sc,hero_warriorprincess_javelin_rogue,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionSummer shield,sc/hero_rc_summer_dl_opt.sc,shield_projectile_summer,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionSummer spear,sc/hero_rc_summer_dl_opt.sc,hero_warriorprincess_javelin_summer,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionTh15 shield,sc/hero_rc_th15_dl_opt.sc,shield_projectile_th15,FALSE,0,shield_trail_glow,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionTH15 spear,sc/hero_rc_th15_dl_opt.sc,hero_warriorprincess_javelin_th15,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionWinter spear,sc/hero_rc_winter_dl_opt.sc,hero_warriorprincess_javelin_winter,FALSE,0,javelin_trail_glow,,0,TRUE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
GrandWardenLNY24_magic,sc/hero_gw_lny2024_dl_opt.sc,gw_lny24_attack,TRUE,0,hero_water_arrow_trail1,,65,FALSE,,,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenWinter24 arrow rage,sc/hero_aq_winter_dl_opt.sc,hero_archerqueen_arrow_winter_rage,FALSE,0,hero_winter_aq_trail,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenWinter24_arrow,sc/hero_aq_winter_dl_opt.sc,hero_archerqueen_arrow_winter,FALSE,0,hero_winter_aq_trail,,65,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,FALSE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenSpace_arrow_rage,sc/hero_aq_space_dl_opt.sc,hero_archerqueen_arrow_space_rage,FALSE,0,hero_space_arrow_trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
ArcherQueenSpace_arrow,sc/hero_aq_space_dl_opt.sc,hero_archerqueen_arrow_space,FALSE,0,hero_space_arrow_trail,,0,FALSE,sc/buildings.sc,bolt_projectile_shadow,TRUE,FALSE,FALSE,FALSE,100,0,0,,,TRUE,FALSE,FALSE,,,0,0,FALSE
RoyalChampionSpace shield,sc/hero_rc_space_dl_opt.sc,shield_projectile_space,FALSE,0,shield_trail_glow_space,,50,TRUE,sc/buildings.sc,simple_shadow_small,FALSE,FALSE,FALSE,FALSE,100,100,3,,,FALSE,FALSE,FALSE,,,0,0,FALSE
